No,Komoditas,Tanggal_Raw,Harga,Tahun_Sumber
1,Bawang Merah Ukuran Sedang,05/06/2023,42650,Idul Adha 2023
VI,Bawang Putih,05/06/2023,38850,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,05/06/2023,38850,Idul Adha 2023
VII,Cabai Merah,05/06/2023,38000,Idul Adha 2023
1,Cabai Merah Besar,05/06/2023,41650,Idul Adha 2023
2,Cabai Merah Keriting ,05/06/2023,34350,Idul Adha 2023
VIII,Cabai Rawit,05/06/2023,44750,Idul Adha 2023
1,Cabai Rawit Hijau,05/06/2023,41650,Idul Adha 2023
2,Cabai Rawit Merah,05/06/2023,47850,Idul Adha 2023
IX,Minyak Goreng,05/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,05/06/2023,15750,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,05/06/2023,20150,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,05/06/2023,18950,Idul Adha 2023
X,Gula Pasir,05/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,05/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,05/06/2023,14750,Idul Adha 2023
I,Beras,06/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,06/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,06/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,06/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,06/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,06/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,06/06/2023,13250,Idul Adha 2023
II,Daging Ayam,06/06/2023,38400,Idul Adha 2023
1,Daging Ayam Ras Segar,06/06/2023,38400,Idul Adha 2023
III,Daging Sapi,06/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,06/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,06/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,06/06/2023,31250,Idul Adha 2023
1,Telur Ayam Ras Segar,06/06/2023,31250,Idul Adha 2023
V,Bawang Merah,06/06/2023,42450,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,06/06/2023,42450,Idul Adha 2023
VI,Bawang Putih,06/06/2023,38600,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,06/06/2023,38600,Idul Adha 2023
VII,Cabai Merah,06/06/2023,37750,Idul Adha 2023
1,Cabai Merah Besar,06/06/2023,41200,Idul Adha 2023
2,Cabai Merah Keriting ,06/06/2023,34250,Idul Adha 2023
VIII,Cabai Rawit,06/06/2023,44800,Idul Adha 2023
1,Cabai Rawit Hijau,06/06/2023,41950,Idul Adha 2023
2,Cabai Rawit Merah,06/06/2023,47600,Idul Adha 2023
IX,Minyak Goreng,06/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,06/06/2023,15750,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,06/06/2023,20150,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,06/06/2023,18950,Idul Adha 2023
X,Gula Pasir,06/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,06/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,06/06/2023,14750,Idul Adha 2023
I,Beras,07/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,07/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,07/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,07/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,07/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,07/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,07/06/2023,13250,Idul Adha 2023
II,Daging Ayam,07/06/2023,38900,Idul Adha 2023
1,Daging Ayam Ras Segar,07/06/2023,38900,Idul Adha 2023
III,Daging Sapi,07/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,07/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,07/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,07/06/2023,31250,Idul Adha 2023
1,Telur Ayam Ras Segar,07/06/2023,31250,Idul Adha 2023
V,Bawang Merah,07/06/2023,42450,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,07/06/2023,42450,Idul Adha 2023
VI,Bawang Putih,07/06/2023,38450,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,07/06/2023,38450,Idul Adha 2023
VII,Cabai Merah,07/06/2023,37200,Idul Adha 2023
1,Cabai Merah Besar,07/06/2023,40600,Idul Adha 2023
2,Cabai Merah Keriting ,07/06/2023,33750,Idul Adha 2023
VIII,Cabai Rawit,07/06/2023,44900,Idul Adha 2023
1,Cabai Rawit Hijau,07/06/2023,42300,Idul Adha 2023
2,Cabai Rawit Merah,07/06/2023,47550,Idul Adha 2023
IX,Minyak Goreng,07/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,07/06/2023,15750,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,07/06/2023,20150,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,07/06/2023,18950,Idul Adha 2023
X,Gula Pasir,07/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,07/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,07/06/2023,14750,Idul Adha 2023
I,Beras,08/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,08/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,08/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,08/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,08/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,08/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,08/06/2023,13250,Idul Adha 2023
II,Daging Ayam,08/06/2023,38850,Idul Adha 2023
1,Daging Ayam Ras Segar,08/06/2023,38850,Idul Adha 2023
III,Daging Sapi,08/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,08/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,08/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,08/06/2023,31200,Idul Adha 2023
1,Telur Ayam Ras Segar,08/06/2023,31200,Idul Adha 2023
V,Bawang Merah,08/06/2023,42550,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,08/06/2023,42550,Idul Adha 2023
VI,Bawang Putih,08/06/2023,38450,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,08/06/2023,38450,Idul Adha 2023
VII,Cabai Merah,08/06/2023,37100,Idul Adha 2023
1,Cabai Merah Besar,08/06/2023,40350,Idul Adha 2023
2,Cabai Merah Keriting ,08/06/2023,33800,Idul Adha 2023
VIII,Cabai Rawit,08/06/2023,44750,Idul Adha 2023
1,Cabai Rawit Hijau,08/06/2023,42200,Idul Adha 2023
2,Cabai Rawit Merah,08/06/2023,47300,Idul Adha 2023
IX,Minyak Goreng,08/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,08/06/2023,15700,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,08/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,08/06/2023,18950,Idul Adha 2023
X,Gula Pasir,08/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,08/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,08/06/2023,14750,Idul Adha 2023
I,Beras,09/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,09/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,09/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,09/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,09/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,09/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,09/06/2023,13250,Idul Adha 2023
II,Daging Ayam,09/06/2023,39000,Idul Adha 2023
1,Daging Ayam Ras Segar,09/06/2023,39000,Idul Adha 2023
III,Daging Sapi,09/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,09/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,09/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,09/06/2023,31150,Idul Adha 2023
1,Telur Ayam Ras Segar,09/06/2023,31150,Idul Adha 2023
V,Bawang Merah,09/06/2023,42550,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,09/06/2023,42550,Idul Adha 2023
VI,Bawang Putih,09/06/2023,38450,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,09/06/2023,38450,Idul Adha 2023
VII,Cabai Merah,09/06/2023,37250,Idul Adha 2023
1,Cabai Merah Besar,09/06/2023,40350,Idul Adha 2023
2,Cabai Merah Keriting ,09/06/2023,34100,Idul Adha 2023
VIII,Cabai Rawit,09/06/2023,44700,Idul Adha 2023
1,Cabai Rawit Hijau,09/06/2023,42250,Idul Adha 2023
2,Cabai Rawit Merah,09/06/2023,47150,Idul Adha 2023
IX,Minyak Goreng,09/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,09/06/2023,15700,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,09/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,09/06/2023,18950,Idul Adha 2023
X,Gula Pasir,09/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,09/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,09/06/2023,14750,Idul Adha 2023
I,Beras,12/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,12/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,12/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,12/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,12/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,12/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,12/06/2023,13250,Idul Adha 2023
II,Daging Ayam,12/06/2023,39150,Idul Adha 2023
1,Daging Ayam Ras Segar,12/06/2023,39150,Idul Adha 2023
III,Daging Sapi,12/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,12/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,12/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,12/06/2023,30900,Idul Adha 2023
1,Telur Ayam Ras Segar,12/06/2023,30900,Idul Adha 2023
V,Bawang Merah,12/06/2023,42150,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,12/06/2023,42150,Idul Adha 2023
VI,Bawang Putih,12/06/2023,38550,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,12/06/2023,38550,Idul Adha 2023
VII,Cabai Merah,12/06/2023,37350,Idul Adha 2023
1,Cabai Merah Besar,12/06/2023,41400,Idul Adha 2023
2,Cabai Merah Keriting ,12/06/2023,33300,Idul Adha 2023
VIII,Cabai Rawit,12/06/2023,44000,Idul Adha 2023
1,Cabai Rawit Hijau,12/06/2023,41100,Idul Adha 2023
2,Cabai Rawit Merah,12/06/2023,46900,Idul Adha 2023
IX,Minyak Goreng,12/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,12/06/2023,15700,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,12/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,12/06/2023,18950,Idul Adha 2023
X,Gula Pasir,12/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,12/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,12/06/2023,14750,Idul Adha 2023
I,Beras,13/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,13/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,13/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,13/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,13/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,13/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,13/06/2023,13250,Idul Adha 2023
II,Daging Ayam,13/06/2023,39050,Idul Adha 2023
1,Daging Ayam Ras Segar,13/06/2023,39050,Idul Adha 2023
III,Daging Sapi,13/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,13/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,13/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,13/06/2023,30800,Idul Adha 2023
1,Telur Ayam Ras Segar,13/06/2023,30800,Idul Adha 2023
V,Bawang Merah,13/06/2023,42100,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,13/06/2023,42100,Idul Adha 2023
VI,Bawang Putih,13/06/2023,38650,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,13/06/2023,38650,Idul Adha 2023
VII,Cabai Merah,13/06/2023,37050,Idul Adha 2023
1,Cabai Merah Besar,13/06/2023,40900,Idul Adha 2023
2,Cabai Merah Keriting ,13/06/2023,33200,Idul Adha 2023
VIII,Cabai Rawit,13/06/2023,43950,Idul Adha 2023
1,Cabai Rawit Hijau,13/06/2023,41050,Idul Adha 2023
2,Cabai Rawit Merah,13/06/2023,46850,Idul Adha 2023
IX,Minyak Goreng,13/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,13/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,13/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,13/06/2023,18950,Idul Adha 2023
X,Gula Pasir,13/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,13/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,13/06/2023,14750,Idul Adha 2023
I,Beras,14/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,14/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,14/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,14/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,14/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,14/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,14/06/2023,13250,Idul Adha 2023
II,Daging Ayam,14/06/2023,39100,Idul Adha 2023
1,Daging Ayam Ras Segar,14/06/2023,39100,Idul Adha 2023
III,Daging Sapi,14/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,14/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,14/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,14/06/2023,30600,Idul Adha 2023
1,Telur Ayam Ras Segar,14/06/2023,30600,Idul Adha 2023
V,Bawang Merah,14/06/2023,41800,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,14/06/2023,41800,Idul Adha 2023
VI,Bawang Putih,14/06/2023,38650,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,14/06/2023,38650,Idul Adha 2023
VII,Cabai Merah,14/06/2023,36800,Idul Adha 2023
1,Cabai Merah Besar,14/06/2023,40450,Idul Adha 2023
2,Cabai Merah Keriting ,14/06/2023,33100,Idul Adha 2023
VIII,Cabai Rawit,14/06/2023,43500,Idul Adha 2023
1,Cabai Rawit Hijau,14/06/2023,40300,Idul Adha 2023
2,Cabai Rawit Merah,14/06/2023,46700,Idul Adha 2023
IX,Minyak Goreng,14/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,14/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,14/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,14/06/2023,18950,Idul Adha 2023
X,Gula Pasir,14/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,14/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,14/06/2023,14750,Idul Adha 2023
I,Beras,15/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,15/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,15/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,15/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,15/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,15/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,15/06/2023,13250,Idul Adha 2023
II,Daging Ayam,15/06/2023,38950,Idul Adha 2023
1,Daging Ayam Ras Segar,15/06/2023,38950,Idul Adha 2023
III,Daging Sapi,15/06/2023,140650,Idul Adha 2023
1,Daging Sapi Kualitas 1,15/06/2023,145300,Idul Adha 2023
2,Daging Sapi Kualitas 2,15/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,15/06/2023,30600,Idul Adha 2023
1,Telur Ayam Ras Segar,15/06/2023,30600,Idul Adha 2023
V,Bawang Merah,15/06/2023,41850,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,15/06/2023,41850,Idul Adha 2023
VI,Bawang Putih,15/06/2023,38550,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,15/06/2023,38550,Idul Adha 2023
VII,Cabai Merah,15/06/2023,36500,Idul Adha 2023
1,Cabai Merah Besar,15/06/2023,40250,Idul Adha 2023
2,Cabai Merah Keriting ,15/06/2023,32750,Idul Adha 2023
VIII,Cabai Rawit,15/06/2023,43450,Idul Adha 2023
1,Cabai Rawit Hijau,15/06/2023,40150,Idul Adha 2023
2,Cabai Rawit Merah,15/06/2023,46700,Idul Adha 2023
IX,Minyak Goreng,15/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,15/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,15/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,15/06/2023,18950,Idul Adha 2023
X,Gula Pasir,15/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,15/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,15/06/2023,14750,Idul Adha 2023
I,Beras,16/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,16/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,16/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,16/06/2023,12600,Idul Adha 2023
4,Beras Kualitas Medium II,16/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,16/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,16/06/2023,13250,Idul Adha 2023
II,Daging Ayam,16/06/2023,39000,Idul Adha 2023
1,Daging Ayam Ras Segar,16/06/2023,39000,Idul Adha 2023
III,Daging Sapi,16/06/2023,140500,Idul Adha 2023
1,Daging Sapi Kualitas 1,16/06/2023,145000,Idul Adha 2023
2,Daging Sapi Kualitas 2,16/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,16/06/2023,30500,Idul Adha 2023
1,Telur Ayam Ras Segar,16/06/2023,30500,Idul Adha 2023
V,Bawang Merah,16/06/2023,41800,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,16/06/2023,41800,Idul Adha 2023
VI,Bawang Putih,16/06/2023,38600,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,16/06/2023,38600,Idul Adha 2023
VII,Cabai Merah,16/06/2023,36400,Idul Adha 2023
1,Cabai Merah Besar,16/06/2023,40000,Idul Adha 2023
2,Cabai Merah Keriting ,16/06/2023,32850,Idul Adha 2023
VIII,Cabai Rawit,16/06/2023,43050,Idul Adha 2023
1,Cabai Rawit Hijau,16/06/2023,39800,Idul Adha 2023
2,Cabai Rawit Merah,16/06/2023,46300,Idul Adha 2023
IX,Minyak Goreng,16/06/2023,18300,Idul Adha 2023
1,Minyak Goreng Curah,16/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,16/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,16/06/2023,18950,Idul Adha 2023
X,Gula Pasir,16/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,16/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,16/06/2023,14750,Idul Adha 2023
I,Beras,19/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,19/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,19/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,19/06/2023,12550,Idul Adha 2023
4,Beras Kualitas Medium II,19/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,19/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,19/06/2023,13250,Idul Adha 2023
II,Daging Ayam,19/06/2023,39700,Idul Adha 2023
1,Daging Ayam Ras Segar,19/06/2023,39700,Idul Adha 2023
III,Daging Sapi,19/06/2023,140500,Idul Adha 2023
1,Daging Sapi Kualitas 1,19/06/2023,145000,Idul Adha 2023
2,Daging Sapi Kualitas 2,19/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,19/06/2023,30250,Idul Adha 2023
1,Telur Ayam Ras Segar,19/06/2023,30250,Idul Adha 2023
V,Bawang Merah,19/06/2023,41450,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,19/06/2023,41450,Idul Adha 2023
VI,Bawang Putih,19/06/2023,38600,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,19/06/2023,38600,Idul Adha 2023
VII,Cabai Merah,19/06/2023,36600,Idul Adha 2023
1,Cabai Merah Besar,19/06/2023,40350,Idul Adha 2023
2,Cabai Merah Keriting ,19/06/2023,32900,Idul Adha 2023
VIII,Cabai Rawit,19/06/2023,42600,Idul Adha 2023
1,Cabai Rawit Hijau,19/06/2023,40050,Idul Adha 2023
2,Cabai Rawit Merah,19/06/2023,45150,Idul Adha 2023
IX,Minyak Goreng,19/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,19/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,19/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,19/06/2023,18950,Idul Adha 2023
X,Gula Pasir,19/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,19/06/2023,15200,Idul Adha 2023
2,Gula Pasir Lokal,19/06/2023,14750,Idul Adha 2023
I,Beras,20/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,20/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,20/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,20/06/2023,12550,Idul Adha 2023
4,Beras Kualitas Medium II,20/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,20/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,20/06/2023,13250,Idul Adha 2023
II,Daging Ayam,20/06/2023,39800,Idul Adha 2023
1,Daging Ayam Ras Segar,20/06/2023,39800,Idul Adha 2023
III,Daging Sapi,20/06/2023,140500,Idul Adha 2023
1,Daging Sapi Kualitas 1,20/06/2023,145000,Idul Adha 2023
2,Daging Sapi Kualitas 2,20/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,20/06/2023,30150,Idul Adha 2023
1,Telur Ayam Ras Segar,20/06/2023,30150,Idul Adha 2023
V,Bawang Merah,20/06/2023,41150,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,20/06/2023,41150,Idul Adha 2023
VI,Bawang Putih,20/06/2023,38500,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,20/06/2023,38500,Idul Adha 2023
VII,Cabai Merah,20/06/2023,36500,Idul Adha 2023
1,Cabai Merah Besar,20/06/2023,40450,Idul Adha 2023
2,Cabai Merah Keriting ,20/06/2023,32550,Idul Adha 2023
VIII,Cabai Rawit,20/06/2023,41950,Idul Adha 2023
1,Cabai Rawit Hijau,20/06/2023,39600,Idul Adha 2023
2,Cabai Rawit Merah,20/06/2023,44350,Idul Adha 2023
IX,Minyak Goreng,20/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,20/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,20/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,20/06/2023,18950,Idul Adha 2023
X,Gula Pasir,20/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,20/06/2023,15250,Idul Adha 2023
2,Gula Pasir Lokal,20/06/2023,14750,Idul Adha 2023
I,Beras,21/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,21/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,21/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,21/06/2023,12550,Idul Adha 2023
4,Beras Kualitas Medium II,21/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,21/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,21/06/2023,13250,Idul Adha 2023
II,Daging Ayam,21/06/2023,40200,Idul Adha 2023
1,Daging Ayam Ras Segar,21/06/2023,40200,Idul Adha 2023
III,Daging Sapi,21/06/2023,140500,Idul Adha 2023
1,Daging Sapi Kualitas 1,21/06/2023,145000,Idul Adha 2023
2,Daging Sapi Kualitas 2,21/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,21/06/2023,30200,Idul Adha 2023
1,Telur Ayam Ras Segar,21/06/2023,30200,Idul Adha 2023
V,Bawang Merah,21/06/2023,41350,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,21/06/2023,41350,Idul Adha 2023
VI,Bawang Putih,21/06/2023,38550,Idul Adha 2023
1,Bawang Putih Ukuran Sedang,21/06/2023,38550,Idul Adha 2023
VII,Cabai Merah,21/06/2023,36850,Idul Adha 2023
1,Cabai Merah Besar,21/06/2023,40850,Idul Adha 2023
2,Cabai Merah Keriting ,21/06/2023,32900,Idul Adha 2023
VIII,Cabai Rawit,21/06/2023,41400,Idul Adha 2023
1,Cabai Rawit Hijau,21/06/2023,39150,Idul Adha 2023
2,Cabai Rawit Merah,21/06/2023,43600,Idul Adha 2023
IX,Minyak Goreng,21/06/2023,18250,Idul Adha 2023
1,Minyak Goreng Curah,21/06/2023,15650,Idul Adha 2023
2,Minyak Goreng Kemasan Bermerk 1,21/06/2023,20200,Idul Adha 2023
3,Minyak Goreng Kemasan Bermerk 2,21/06/2023,18950,Idul Adha 2023
X,Gula Pasir,21/06/2023,15000,Idul Adha 2023
1,Gula Pasir Kualitas Premium,21/06/2023,15250,Idul Adha 2023
2,Gula Pasir Lokal,21/06/2023,14750,Idul Adha 2023
I,Beras,22/06/2023,12400,Idul Adha 2023
1,Beras Kualitas Bawah I,22/06/2023,11450,Idul Adha 2023
2,Beras Kualitas Bawah II,22/06/2023,10950,Idul Adha 2023
3,Beras Kualitas Medium I,22/06/2023,12550,Idul Adha 2023
4,Beras Kualitas Medium II,22/06/2023,12050,Idul Adha 2023
5,Beras Kualitas Super I,22/06/2023,14150,Idul Adha 2023
6,Beras Kualitas Super II,22/06/2023,13250,Idul Adha 2023
II,Daging Ayam,22/06/2023,40300,Idul Adha 2023
1,Daging Ayam Ras Segar,22/06/2023,40300,Idul Adha 2023
III,Daging Sapi,22/06/2023,140500,Idul Adha 2023
1,Daging Sapi Kualitas 1,22/06/2023,145000,Idul Adha 2023
2,Daging Sapi Kualitas 2,22/06/2023,135950,Idul Adha 2023
IV,Telur Ayam,22/06/2023,30150,Idul Adha 2023
1,Telur Ayam Ras Segar,22/06/2023,30150,Idul Adha 2023
V,Bawang Merah,22/06/2023,41550,Idul Adha 2023
1,Bawang Merah Ukuran Sedang,22/06/2023,41550,Idul Adha 2023
VI,Bawang Putih,22/06/2023,38600,Idul Adha 2023
